session,created,modified,ended,expired,topic,group,plotx_01,plotx_02,plotx_03,plotx_04,plotx_05,plotx_06,plotx_07,plotx_08,plotx_09,plotx_10,plotx_11,plotx_12,plotx_13,plotx_14,plotx_15,plotx_16,plotx_17,plotx_18,plotx_19,plotx_20,itemo,conse,diffi_01,sensi_01,acccl_01,accu3_01,accov_01,infor_01,value_01,diffi_02,sensi_02,acccl_02,accu3_02,accov_02,infor_02,value_02,diffi_03,sensi_03,acccl_03,accu3_03,accov_03,infor_03,value_03,diffi_04,sensi_04,acccl_04,accu3_04,accov_04,infor_04,value_04,diffi_05,sensi_05,acccl_05,accu3_05,accov_05,infor_05,value_05,diffi_06,sensi_06,acccl_06,accu3_06,accov_06,infor_06,value_06,diffi_07,sensi_07,acccl_07,accu3_07,accov_07,infor_07,value_07,diffi_08,sensi_08,acccl_08,accu3_08,accov_08,infor_08,value_08,diffi_09,sensi_09,acccl_09,accu3_09,accov_09,infor_09,value_09,diffi_10,sensi_10,acccl_10,accu3_10,accov_10,infor_10,value_10,attention_check,diffi_11,sensi_11,acccl_11,accu3_11,accov_11,infor_11,value_11,diffi_12,sensi_12,acccl_12,accu3_12,accov_12,infor_12,value_12,diffi_13,sensi_13,acccl_13,accu3_13,accov_13,infor_13,value_13,diffi_14,sensi_14,acccl_14,accu3_14,accov_14,infor_14,value_14,diffi_15,sensi_15,acccl_15,accu3_15,accov_15,infor_15,value_15,diffi_16,sensi_16,acccl_16,accu3_16,accov_16,infor_16,value_16,diffi_17,sensi_17,acccl_17,accu3_17,accov_17,infor_17,value_17,diffi_18,sensi_18,acccl_18,accu3_18,accov_18,infor_18,value_18,diffi_19,sensi_19,acccl_19,accu3_19,accov_19,infor_19,value_19,diffi_20,sensi_20,acccl_20,accu3_20,accov_20,infor_20,value_20,check_01,check_02,umean_1x,umean_2x,umean_1y,umean_2y,uvary_2x,uvary_2y,uxaxs_1x,uyaxs_1x,uxaxs_1y,uyaxs_1y,mcstu,mcsto,mcsub,texpe
wOieCsD1hUeoumFl-h4v2j9Gxlxk1dQixHfSHmUlPX6m1YuH9eHel-sYq6LwYeIt,2023-11-09T16:13:42Z,2023-11-09T16:19:22Z,,,experiment_simulation_vs_lab,eg_benchmark,halfeye_yaxis_0.2,halfeye_yaxis_0.8,halfeye_xaxis_0.8,halfeye_yaxis_0.65,halfeye_yaxis_-0.5,halfeye_yaxis_0.5,halfeye_xaxis_0.65,halfeye_xaxis_-0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_-0.35,halfeye_xaxis_-0.35,halfeye_xaxis_0.35,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_yaxis_-0.2,halfeye_yaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_0.2,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,4,2,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
nlS1d1-NjGbOgTm4rzkGbudPht5MyDrBYjpI-Kzr9tp3nT2TwEOkHM9X6st8x4nF,2023-11-09T16:16:39Z,2023-11-09T16:38:26Z,2023-11-09T16:38:26Z,,reading_digital_vs_analog,eg_signaling_u3,halfeye_yaxis_0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.65,halfeye_xaxis_-0.35,halfeye_yaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_0.2,halfeye_xaxis_0.8,halfeye_yaxis_-0.5,halfeye_xaxis_-0.5,halfeye_xaxis_-0.2,halfeye_xaxis_0.65,halfeye_xaxis_-0.65,halfeye_xaxis_0.35,halfeye_yaxis_-0.8,halfeye_yaxis_0.8,halfeye_yaxis_0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.35,halfeye_xaxis_-0.8,accuracy_sensitivity,1,5,"",0.6,53,93,5,6,5,"",-0.8,56,75,5,6,5,"",0.8,55,73,5,6,6,"",-0.8,45,80,5,6,5,"",-0.8,45,92,5,6,5,"",-0.8,45,90,5,6,6,"",0.6,55,95,6,6,6,"",0.8,60,72,6,6,5,"",-0.6,45,85,5,6,6,"",-0.8,45,85,6,6,"",6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,6,,5,3,2,5,1,1,paper or tablet use ,knowledge test score ,knowledge test score ,paper or tablet use ,6,higher ed ,3,7
fXyWIFSfuB4kRsid6pOZcLzPGIpSKWXc1FYwgxU6NBs80VvvOYRUuraGz-taif8g,2023-11-09T16:20:32Z,2023-11-09T17:05:50Z,2023-11-09T17:05:50Z,,lesson_live_vs_video,cg,halfeye_xaxis_0.65,halfeye_yaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_xaxis_-0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.8,halfeye_yaxis_0.35,halfeye_xaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.2,halfeye_yaxis_-0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_0.5,halfeye_xaxis_-0.2,halfeye_yaxis_0.65,halfeye_yaxis_-0.65,sensitivity_accuracy,1,7,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,7,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,6,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,6,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,1,6,"",0.6,56,45,2,3,3,"",-0.2,60,45,5,5,5,"",0.2,60,50,3,3,5,"",-0.2,60,50,2,2,7,"",-1,65,45,5,5,5,"",-0.2,55,50,4,4,5,"",0.4,55,45,4,4,4,"",0,50,50,4,4,6,"",0.8,55,40,5,5,5,"",-0.2,55,40,5,5,,,5,3,2,5,1,1,the amount of students ,the knowledge gained ,knowledge test score,students ,3,"",2,11
mS-QzngfG30lUTBnmeU1DYvI9zUdiKnUf6-D0rUnyBSn10hLsgpHc_J44TQc7M75,2023-11-09T16:22:23Z,2023-11-09T16:42:31Z,2023-11-09T16:42:31Z,,reading_digital_vs_analog,cg,halfeye_yaxis_0.65,halfeye_yaxis_-0.2,halfeye_xaxis_-0.8,halfeye_yaxis_-0.65,halfeye_xaxis_-0.5,halfeye_xaxis_0.65,halfeye_xaxis_0.2,halfeye_xaxis_-0.2,halfeye_xaxis_-0.65,halfeye_xaxis_0.35,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_0.8,halfeye_yaxis_-0.5,halfeye_yaxis_-0.35,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_xaxis_0.5,halfeye_yaxis_0.2,accuracy_sensitivity,1,5,"",0.2,66,5,5,5,5,"",0,48,99,5,5,3,"",0.2,75,80,5,5,5,"",-0.2,40,85,5,5,4,"",0.2,60,90,5,5,5,"",-0.2,40,85,5,5,5,"",0,45,99,5,5,5,"",0,55,99,5,5,5,"",0.2,60,85,5,5,5,"",0,55,99,5,5,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,,,5,3,2,5,1,1,the frequency of students getting each score,The score on the knowledge test,the score on the knowledge test,the frequency of students getting that score,6,university,3,6
wj8ay7FsdO1KjcMo1relwb7Tp7aYH8lThIrp4a5Fi1f4pp-j4tWkJ2bPmeKk8KX3,2023-11-09T16:22:33Z,2023-11-09T16:42:37Z,2023-11-09T16:42:37Z,,experiment_simulation_vs_lab,eg_signaling_u3,halfeye_yaxis_-0.2,halfeye_yaxis_-0.65,halfeye_xaxis_-0.35,halfeye_xaxis_0.2,halfeye_yaxis_-0.8,halfeye_yaxis_0.5,halfeye_xaxis_-0.8,halfeye_xaxis_0.65,halfeye_xaxis_-0.2,halfeye_xaxis_-0.5,halfeye_yaxis_0.8,halfeye_yaxis_0.2,halfeye_yaxis_0.35,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_yaxis_-0.35,halfeye_yaxis_0.65,halfeye_xaxis_0.5,sensitivity_accuracy,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,"",4,"",0.4,60,60,4,4,4,"",0.2,55,60,4,4,4,"",0.2,45,60,4,4,4,"",-0.6,45,60,4,4,2,"",-0.4,55,70,4,4,4,"",-0.2,70,45,4,4,4,"",-0.2,60,48,4,4,4,"",-0.6,50,70,4,4,4,"",0,70,50,4,4,4,"",-0.2,70,45,4,4,4,,5,3,4,4,2,2,An outward percentage ,A number within the target mark on the graph. ,The mean number within the graph.,The total number included ,6,USF ,4,15
NPOjfPHo64MOIQqD5D1Rz_GSRWKrJwU-Kg8zG3AYWNZRNQC9h7OkS3XXMepTn0Sj,2023-11-09T16:24:26Z,,,,"","","","","","","","","","","","","","","","","","","","","","","",,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
s7Tk1-qhAdVWfkzOn4TgSwjbuoBBIxj-jp1IePGA4tV0C5qCYYbRX0DDuKETEO_-,2023-11-09T16:24:35Z,,,,"","","","","","","","","","","","","","","","","","","","","","","",,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
Brvdu_tJrdPMrwit4bS7GXCv8KUEN-6udWn0ikCAmqvl4lPS9wCzV1xdfuRXR-wu,2023-11-09T16:27:08Z,2023-11-09T16:41:13Z,2023-11-09T16:41:13Z,,experiment_simulation_vs_lab,eg_signaling_u3,halfeye_xaxis_-0.5,halfeye_xaxis_-0.35,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_xaxis_-0.2,halfeye_xaxis_-0.8,halfeye_xaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.8,halfeye_yaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_-0.35,halfeye_yaxis_-0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.5,halfeye_yaxis_0.5,halfeye_yaxis_0.2,halfeye_yaxis_-0.65,halfeye_yaxis_0.35,halfeye_yaxis_0.65,accuracy_sensitivity,1,1,"",0,10,52,1,1,1,"",0,10,50,1,1,3,"",-0.2,10,50,2,2,1,"",-0.2,10,50,1,1,1,"",-0.2,10,50,1,1,1,"",-0.4,10,50,1,1,1,"",0.2,10,50,2,2,2,"",0.2,10,50,2,2,2,"",0.4,10,50,2,2,2,"",0,10,50,2,2,"",1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,1,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,1,1,2,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,2,2,2,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,2,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,2,,5,3,2,5,1,1,Number of students,Scores,Scores,Number of students,6,Substitute Teacher,1,10
nSDucEyvaY-0slsPw94uPaqEf48t6xgfHjAO8u3z8imZ5MpbNeaqngVi-oDc4U3X,2023-11-09T16:29:23Z,,,,"","","","","","","","","","","","","","","","","","","","","","","",,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
A9d4zef2EEMMkoUa7ZWzQcLN8PgmXmXzLVEuo13BZIig2A386uoB7j9JuaHnV3Vc,2023-11-09T16:30:53Z,2023-11-09T16:51:48Z,2023-11-09T16:51:48Z,,experiment_simulation_vs_lab,eg_benchmark,halfeye_xaxis_-0.35,halfeye_xaxis_-0.8,halfeye_xaxis_-0.65,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_-0.5,halfeye_yaxis_-0.2,halfeye_yaxis_0.65,halfeye_xaxis_0.5,halfeye_xaxis_0.2,halfeye_yaxis_0.8,halfeye_yaxis_-0.35,halfeye_yaxis_-0.65,halfeye_yaxis_0.2,halfeye_yaxis_0.5,halfeye_xaxis_-0.2,halfeye_yaxis_-0.8,halfeye_yaxis_-0.5,accuracy_sensitivity,1,3,"",-0.2,45,80,3,5,4,"",-0.6,40,10,3,2,3,"",-0.2,40,20,3,3,3,"",0.4,10,20,3,3,4,"",0.4,20,20,4,4,2,"",0.4,20,20,3,3,2,"",0.2,10,10,2,2,3,"",-0.4,55,45,5,5,5,"",0.2,5,80,5,5,4,"",0.2,5,80,3,3,"",3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,3,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,2,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,3,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,3,3,,2,5,3,2,5,1,1,Concentration of scores ,Knowledge test scores ,Knowledge test score ,Concentration of scores ,3,"",3,10
crazyGrizzlyBearXXXsvT5bAvehW5QWW4h_In02pP_5lcS27eLYmlkERUwXm2ci,2023-11-09T16:32:01Z,2023-11-09T16:32:22Z,,,"","","","","","","","","","","","","","","","","","","","","","","",,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
jaoThxpgoONkC4w0IeeYhg2HstfGcAQ_THgComqG6GVb1xbIc-uZopwBc8qD1tNX,2023-11-09T16:32:17Z,2023-11-09T17:40:51Z,2023-11-09T17:40:51Z,,experiment_simulation_vs_lab,eg_signaling_u3,halfeye_xaxis_0.35,halfeye_xaxis_0.8,halfeye_yaxis_-0.65,halfeye_xaxis_-0.8,halfeye_yaxis_-0.5,halfeye_xaxis_0.65,halfeye_xaxis_-0.2,halfeye_xaxis_0.2,halfeye_yaxis_0.2,halfeye_xaxis_-0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.35,halfeye_yaxis_-0.35,halfeye_yaxis_0.65,halfeye_yaxis_0.8,halfeye_xaxis_0.5,halfeye_yaxis_0.5,halfeye_xaxis_-0.5,halfeye_yaxis_-0.8,halfeye_yaxis_-0.2,sensitivity_accuracy,1,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,3,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,5,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,5,5,"",5,"",0.6,52,98,4,4,4,"",-0.2,48,98,3,4,4,"",0.2,42,92,3,4,4,"",0.4,60,80,4,4,4,"",0.6,80,60,4,4,4,"",0.4,60,85,3,3,4,"",0.4,60,85,3,4,4,"",-0.2,40,85,4,4,4,"",-0.8,30,80,4,4,4,"",-0.2,45,95,3,4,4,,5,3,2,5,1,1,The amount of students who got that score,The score of the test.,The score for the knowledge test,The amount of students who achieved that score. ,1,"",2,6
WBVRFXLaZoIwVPDNVZVMY8mXR8JFlyadPmyXzH__Zz9hlB6WrzHyjfwEaKzM5snZ,2023-11-09T16:32:38Z,2023-11-09T17:09:47Z,2023-11-09T17:09:47Z,,experiment_simulation_vs_lab,eg_signaling_overlap,halfeye_yaxis_0.65,halfeye_yaxis_-0.35,halfeye_yaxis_0.8,halfeye_xaxis_-0.2,halfeye_xaxis_0.65,halfeye_xaxis_0.8,halfeye_xaxis_-0.35,halfeye_yaxis_-0.5,halfeye_xaxis_-0.65,halfeye_xaxis_0.5,halfeye_yaxis_-0.2,halfeye_yaxis_0.2,halfeye_xaxis_-0.5,halfeye_yaxis_-0.65,halfeye_yaxis_0.5,halfeye_xaxis_0.2,halfeye_xaxis_0.35,halfeye_xaxis_-0.8,halfeye_yaxis_0.35,halfeye_yaxis_-0.8,sensitivity_accuracy,1,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,5,5,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,4,4,4,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,4,1,4,"",0.4,52,50,4,4,4,"",-0.2,48,50,4,4,4,"",0,50,50,4,4,4,"",0,45,55,4,4,4,"",0,48,52,4,4,4,"",0,50,50,4,4,4,"",0,50,52,4,4,4,"",0,52,48,4,4,4,"",0,48,52,4,4,4,"",0,50,50,4,4,5,,5,3,2,5,2,2,The mean score,The students,The mean score,The students,6,Online Tutoring,2,6
edPQxVMUEan5yLINcefEzycrLykpoy3zzNBK-MN55EWFx2PoZqAjEWZ7ouG3PywM,2023-11-09T16:33:14Z,,,,"","","","","","","","","","","","","","","","","","","","","","","",,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
VSeVWUleEmBdF89rFJM-UC9ABrbM6D3awVeQsuEy9v3hj4pTM0BtykGPOziqns4j,2023-11-09T16:39:01Z,2023-11-09T17:55:41Z,2023-11-09T17:55:41Z,,lesson_live_vs_video,eg_benchmark,halfeye_xaxis_-0.35,halfeye_xaxis_0.5,halfeye_yaxis_0.8,halfeye_xaxis_0.35,halfeye_xaxis_0.65,halfeye_yaxis_-0.8,halfeye_yaxis_-0.65,halfeye_yaxis_0.65,halfeye_yaxis_-0.5,halfeye_xaxis_0.8,halfeye_xaxis_-0.8,halfeye_xaxis_-0.5,halfeye_xaxis_-0.2,halfeye_yaxis_0.35,halfeye_yaxis_-0.2,halfeye_yaxis_-0.35,halfeye_xaxis_-0.65,halfeye_xaxis_0.2,halfeye_yaxis_0.5,halfeye_yaxis_0.2,sensitivity_accuracy,1,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,3,3,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,4,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_superior,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,5,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,6,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_equal,,,,6,5,6,sensitivity_tablet_livelesson_simulation_videowithsub_inferior,,,,5,5,"",5,"",0,25,80,5,5,5,"",-0.4,10,95,5,5,6,"",0,5,98,5,5,5,"",0,5,95,4,5,5,"",-0.2,10,90,5,4,5,"",0,10,90,6,5,6,"",-0.2,10,90,5,6,5,"",0,20,90,6,5,6,"",0,30,90,5,5,6,"",0,20,98,5,6,,4,5,3,2,5,1,1,Number of students ,Knowledge test score ,Knowledge test score,Number of students,3,"",3,10
xTW1gmgJ8dIyn4ioljxeij1UJ9LbZc8ii633UJk0TB5WoSMM8lHutKfMwZkp9EhT,2023-11-09T16:39:11Z,2023-11-09T16:40:45Z,,,reading_digital_vs_analog,eg_signaling_overlap,halfeye_yaxis_-0.5,halfeye_xaxis_0.35,halfeye_xaxis_-0.8,halfeye_xaxis_0.2,halfeye_yaxis_0.65,halfeye_xaxis_-0.65,halfeye_yaxis_-0.8,halfeye_yaxis_0.2,halfeye_xaxis_0.65,halfeye_yaxis_0.35,halfeye_xaxis_-0.5,halfeye_yaxis_0.8,halfeye_yaxis_-0.65,halfeye_xaxis_0.5,halfeye_xaxis_0.8,halfeye_yaxis_-0.35,halfeye_yaxis_0.5,halfeye_xaxis_-0.35,halfeye_xaxis_-0.2,halfeye_yaxis_-0.2,accuracy_sensitivity,1,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,"",,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,"",,,,,,,,,,,,,,"","","","",,"","",
